0,143172,"[[29, 10, 27, 30, 28, 0],[23, 11, 25, 24, 26, 0],[5, 4, 2, 22, 13, 0],[21, 3, 1, 20, 19, 0],[9, 8, 18, 14, 17, 0],[6, 7, 15, 16, 12, 0]]",223.804672956
1,140666,"[[17, 16, 15, 18, 14, 0],[28, 29, 10, 27, 30, 0],[13, 24, 26, 25, 23, 0],[7, 6, 12, 3, 22, 0],[5, 2, 4, 21, 20, 0],[8, 9, 1, 19, 11, 0]]",223.552657127
2,147789,"[[30, 29, 27, 10, 28, 0],[26, 24, 25, 23, 11, 0],[3, 8, 9, 22, 4, 0],[16, 17, 14, 15, 18, 0],[19, 6, 20, 1, 21, 0],[7, 13, 12, 5, 2, 0]]",223.445065022
3,145297,"[[27, 10, 30, 29, 28, 0],[16, 14, 18, 26, 23, 0],[3, 12, 13, 25, 24, 0],[9, 8, 11, 22, 4, 0],[1, 20, 21, 2, 5, 0],[17, 15, 19, 7, 6, 0]]",222.732228041
4,149948,"[[9, 11, 23, 26, 24, 0],[1, 20, 6, 17, 16, 0],[28, 10, 27, 30, 29, 0],[8, 22, 21, 4, 25, 0],[7, 15, 18, 14, 19, 0],[2, 5, 13, 12, 3, 0]]",222.575706005
5,142937,"[[28, 10, 27, 29, 30, 0],[25, 26, 24, 23, 9, 0],[14, 17, 22, 7, 15, 0],[21, 1, 20, 19, 6, 0],[18, 16, 13, 8, 11, 0],[3, 12, 5, 2, 4, 0]]",222.551574945
6,143860,"[[10, 27, 30, 28, 29, 0],[11, 23, 26, 24, 25, 0],[5, 2, 19, 7, 14, 0],[4, 20, 22, 21, 1, 0],[16, 12, 17, 18, 15, 0],[8, 9, 13, 3, 6, 0]]",222.351728916
7,148660,"[[29, 27, 10, 30, 28, 0],[11, 8, 16, 25, 9, 0],[4, 2, 21, 5, 19, 0],[20, 1, 26, 24, 23, 0],[14, 15, 18, 22, 7, 0],[3, 12, 13, 17, 6, 0]]",222.375025988
8,148537,"[[25, 9, 11, 8, 17, 0],[28, 10, 27, 30, 29, 0],[14, 18, 26, 24, 23, 0],[1, 20, 22, 4, 2, 0],[15, 7, 19, 6, 21, 0],[16, 3, 12, 13, 5, 0]]",222.302582026
9,138439,"[[30, 27, 10, 29, 28, 0],[25, 24, 26, 23, 22, 0],[3, 12, 13, 16, 17, 0],[20, 1, 19, 21, 4, 0],[6, 18, 14, 7, 15, 0],[8, 11, 9, 5, 2, 0]]",222.769796133
10,144561,"[[10, 27, 30, 29, 28, 0],[26, 24, 25, 23, 13, 0],[2, 4, 5, 21, 22, 0],[14, 18, 17, 16, 20, 0],[7, 15, 19, 3, 12, 0],[6, 8, 9, 1, 11, 0]]",222.515981913
11,151959,"[[10, 27, 30, 29, 28, 0],[5, 21, 4, 20, 1, 0],[22, 19, 6, 26, 24, 0],[15, 14, 17, 16, 18, 0],[8, 9, 25, 23, 13, 0],[3, 11, 7, 12, 2, 0]]",222.768440008
12,153067,"[[29, 27, 30, 10, 28, 0],[25, 24, 26, 23, 13, 0],[11, 16, 17, 15, 22, 0],[21, 9, 8, 20, 1, 0],[7, 18, 14, 19, 6, 0],[2, 4, 12, 3, 5, 0]]",222.610098839
13,148624,"[[22, 12, 13, 16, 11, 0],[5, 21, 20, 1, 4, 0],[27, 10, 30, 29, 28, 0],[19, 23, 25, 26, 24, 0],[2, 7, 18, 14, 15, 0],[8, 9, 17, 6, 3, 0]]",222.816679955
14,151526,"[[5, 3, 22, 4, 2, 0],[26, 11, 8, 9, 25, 0],[27, 10, 30, 29, 28, 0],[12, 16, 17, 24, 23, 0],[15, 18, 14, 21, 1, 0],[6, 7, 20, 19, 13, 0]]",223.099480867
15,144731,"[[14, 17, 16, 19, 6, 0],[27, 10, 28, 30, 29, 0],[3, 26, 24, 25, 23, 0],[9, 8, 11, 22, 1, 0],[21, 4, 2, 20, 5, 0],[13, 12, 18, 15, 7, 0]]",222.436329126
16,145952,"[[4, 5, 20, 1, 6, 0],[30, 29, 28, 27, 10, 0],[14, 18, 17, 16, 15, 0],[13, 26, 25, 24, 23, 0],[7, 19, 12, 3, 22, 0],[21, 2, 11, 8, 9, 0]]",222.450215101
17,143071,"[[11, 7, 12, 13, 26, 0],[22, 5, 21, 4, 2, 0],[3, 6, 14, 17, 16, 0],[30, 28, 29, 27, 10, 0],[25, 9, 24, 8, 23, 0],[1, 20, 15, 18, 19, 0]]",224.190762997
18,157242,"[[13, 3, 5, 1, 20, 0],[9, 25, 24, 26, 30, 0],[7, 16, 12, 14, 18, 0],[21, 4, 6, 22, 2, 0],[28, 29, 10, 27, 23, 0],[17, 15, 19, 11, 8, 0]]",222.910957098
19,137126,"[[25, 24, 26, 9, 23, 0],[7, 15, 18, 14, 17, 0],[13, 22, 21, 2, 4, 0],[10, 27, 30, 29, 28, 0],[1, 20, 6, 5, 19, 0],[3, 12, 16, 11, 8, 0]]",222.652092934
20,150347,"[[30, 10, 27, 29, 28, 0],[2, 4, 26, 24, 25, 0],[19, 11, 16, 17, 23, 0],[21, 5, 22, 20, 1, 0],[14, 15, 18, 13, 12, 0],[3, 6, 7, 9, 8, 0]]",222.543349028
21,147190,"[[28, 30, 29, 27, 10, 0],[25, 26, 24, 23, 9, 0],[11, 8, 13, 16, 15, 0],[2, 4, 21, 22, 20, 0],[18, 14, 17, 19, 1, 0],[5, 7, 12, 3, 6, 0]]",222.420251846
22,141721,"[[22, 13, 3, 6, 4, 0],[28, 29, 10, 27, 30, 0],[26, 24, 25, 23, 9, 0],[19, 20, 1, 21, 2, 0],[5, 7, 15, 18, 14, 0],[8, 11, 16, 17, 12, 0]]",222.285867929
23,156024,"[[22, 2, 4, 19, 1, 0],[28, 10, 27, 30, 29, 0],[8, 11, 12, 13, 16, 0],[26, 24, 25, 23, 14, 0],[17, 15, 7, 18, 21, 0],[9, 3, 6, 5, 20, 0]]",222.592124939
24,144543,"[[17, 16, 15, 18, 14, 0],[19, 12, 13, 3, 22, 0],[8, 9, 11, 23, 26, 0],[28, 27, 10, 30, 29, 0],[1, 20, 6, 4, 21, 0],[24, 25, 7, 5, 2, 0]]",222.656648874
