0,50778,"[[6, 7, 10, 9, 8, 0],[3, 1, 5, 4, 2, 0]]",44.6458590031
1,50778,"[[3, 5, 1, 4, 2, 0],[6, 7, 10, 9, 8, 0]]",27.3428580761
2,50778,"[[6, 7, 10, 8, 9, 0],[2, 4, 5, 3, 1, 0]]",22.4758620262
3,50778,"[[9, 8, 10, 6, 7, 0],[2, 4, 5, 1, 3, 0]]",22.8397140503
4,50778,"[[6, 7, 10, 8, 9, 0],[3, 2, 4, 5, 1, 0]]",22.0565848351
5,50778,"[[6, 7, 8, 9, 10, 0],[1, 4, 3, 5, 2, 0]]",22.7399930954
6,50778,"[[10, 6, 9, 8, 7, 0],[5, 4, 3, 2, 1, 0]]",21.5494949818
7,50778,"[[6, 8, 9, 10, 7, 0],[3, 1, 2, 4, 5, 0]]",20.9689569473
8,50778,"[[6, 7, 9, 8, 10, 0],[4, 5, 3, 2, 1, 0]]",20.9650728703
9,50778,"[[1, 5, 3, 4, 2, 0],[6, 7, 10, 9, 8, 0]]",22.1585409641
10,50778,"[[6, 9, 8, 7, 10, 0],[5, 4, 2, 3, 1, 0]]",21.1482098103
11,50778,"[[6, 7, 9, 8, 10, 0],[4, 2, 5, 3, 1, 0]]",21.2238349915
12,50778,"[[8, 9, 10, 6, 7, 0],[2, 4, 5, 3, 1, 0]]",20.9747879505
13,50778,"[[7, 6, 10, 9, 8, 0],[2, 4, 5, 3, 1, 0]]",21.4506881237
14,50778,"[[1, 3, 2, 4, 5, 0],[8, 7, 6, 10, 9, 0]]",21.0863399506
15,50778,"[[6, 7, 9, 8, 10, 0],[4, 2, 5, 3, 1, 0]]",21.1940279007
16,50778,"[[10, 6, 7, 8, 9, 0],[5, 4, 2, 3, 1, 0]]",21.8292789459
17,50778,"[[9, 8, 10, 6, 7, 0],[1, 2, 4, 5, 3, 0]]",21.6069819927
18,50778,"[[6, 7, 8, 9, 10, 0],[2, 4, 3, 5, 1, 0]]",21.7902231216
19,50778,"[[6, 7, 10, 8, 9, 0],[2, 4, 5, 3, 1, 0]]",22.0555839539
