0,68837,"[[19, 6, 12, 13, 3, 0],[5, 4, 2, 20, 1, 0],[17, 15, 14, 16, 7, 0],[18, 11, 8, 9, 10, 0]]",92.94333601
1,72667,"[[2, 4, 20, 1, 19, 0],[5, 3, 12, 13, 6, 0],[18, 14, 17, 16, 15, 0],[7, 8, 9, 11, 10, 0]]",92.100992918
2,74023,"[[2, 4, 20, 1, 5, 0],[19, 3, 14, 17, 16, 0],[10, 9, 8, 11, 7, 0],[18, 15, 13, 12, 6, 0]]",92.0883219242
3,72220,"[[16, 13, 3, 17, 14, 0],[2, 4, 5, 20, 1, 0],[7, 6, 15, 18, 19, 0],[8, 11, 9, 12, 10, 0]]",91.4727468491
4,72136,"[[14, 15, 18, 16, 7, 0],[4, 5, 2, 20, 1, 0],[3, 6, 19, 17, 12, 0],[13, 8, 11, 9, 10, 0]]",91.4296488762
5,68154,"[[5, 4, 2, 20, 1, 0],[15, 18, 14, 17, 16, 0],[13, 12, 19, 6, 3, 0],[7, 11, 8, 10, 9, 0]]",91.4661741257
6,72966,"[[2, 4, 20, 1, 19, 0],[18, 14, 17, 16, 15, 0],[5, 6, 13, 3, 12, 0],[11, 9, 8, 10, 7, 0]]",91.7022898197
7,73460,"[[4, 2, 20, 1, 19, 0],[7, 14, 18, 17, 16, 0],[5, 6, 3, 12, 13, 0],[9, 11, 15, 10, 8, 0]]",91.9236459732
8,72877,"[[5, 4, 1, 20, 2, 0],[16, 6, 13, 19, 12, 0],[7, 15, 18, 14, 17, 0],[10, 11, 8, 9, 3, 0]]",92.031940937
9,75126,"[[5, 4, 2, 20, 1, 0],[6, 19, 15, 18, 16, 0],[12, 13, 17, 14, 7, 0],[10, 11, 9, 8, 3, 0]]",92.0270049572
10,69571,"[[5, 2, 4, 20, 1, 0],[14, 7, 18, 19, 15, 0],[13, 3, 16, 17, 12, 0],[10, 9, 8, 11, 6, 0]]",92.0594270229
11,73350,"[[7, 15, 14, 17, 16, 0],[2, 4, 20, 1, 19, 0],[8, 11, 9, 18, 10, 0],[12, 13, 6, 3, 5, 0]]",91.9714670181
12,72667,"[[15, 18, 14, 17, 16, 0],[1, 19, 2, 4, 20, 0],[6, 5, 3, 13, 12, 0],[7, 8, 11, 10, 9, 0]]",92.0369880199
13,71298,"[[4, 2, 5, 20, 1, 0],[6, 3, 13, 16, 12, 0],[17, 14, 7, 18, 19, 0],[11, 8, 15, 10, 9, 0]]",92.1413722038
14,71615,"[[19, 15, 7, 18, 17, 0],[5, 4, 2, 20, 1, 0],[3, 12, 13, 16, 14, 0],[10, 9, 8, 11, 6, 0]]",92.1252069473
15,72427,"[[10, 11, 9, 8, 3, 0],[19, 6, 15, 18, 14, 0],[7, 12, 13, 17, 16, 0],[1, 20, 5, 4, 2, 0]]",92.0197439194
16,69656,"[[20, 1, 4, 5, 2, 0],[6, 19, 14, 15, 18, 0],[3, 13, 12, 17, 16, 0],[11, 9, 8, 10, 7, 0]]",92.0796670914
17,72147,"[[5, 4, 2, 20, 1, 0],[7, 19, 18, 14, 17, 0],[12, 13, 3, 16, 15, 0],[10, 6, 11, 9, 8, 0]]",92.0445170403
18,69956,"[[1, 5, 2, 4, 20, 0],[6, 15, 18, 14, 7, 0],[3, 12, 13, 16, 17, 0],[19, 9, 11, 8, 10, 0]]",92.1588799953
19,73224,"[[19, 16, 14, 15, 18, 0],[9, 8, 11, 10, 13, 0],[5, 2, 4, 20, 1, 0],[17, 12, 7, 6, 3, 0]]",92.1453270912
20,73368,"[[1, 3, 12, 13, 20, 0],[16, 18, 14, 15, 7, 0],[6, 5, 2, 4, 19, 0],[9, 8, 17, 11, 10, 0]]",92.1757121086
21,72667,"[[4, 2, 20, 1, 19, 0],[15, 14, 17, 16, 18, 0],[5, 6, 3, 12, 13, 0],[11, 8, 10, 7, 9, 0]]",92.1008591652
22,70016,"[[5, 4, 2, 20, 1, 0],[12, 13, 3, 16, 17, 0],[7, 14, 18, 19, 6, 0],[15, 9, 8, 11, 10, 0]]",91.9960520267
23,74064,"[[14, 13, 6, 7, 12, 0],[5, 2, 4, 20, 1, 0],[17, 16, 15, 18, 19, 0],[10, 9, 11, 8, 3, 0]]",91.9958019257
24,69584,"[[6, 7, 14, 15, 18, 0],[5, 2, 4, 20, 1, 0],[13, 12, 3, 16, 17, 0],[9, 8, 11, 19, 10, 0]]",92.066806078
25,71492,"[[12, 6, 16, 13, 3, 0],[5, 4, 2, 20, 1, 0],[19, 7, 18, 14, 17, 0],[10, 9, 11, 8, 15, 0]]",92.1301050186
26,72166,"[[5, 20, 1, 2, 4, 0],[15, 18, 14, 19, 6, 0],[16, 7, 12, 13, 17, 0],[8, 9, 11, 10, 3, 0]]",92.2425560951
27,72667,"[[4, 2, 20, 1, 19, 0],[17, 14, 18, 16, 15, 0],[6, 12, 3, 5, 13, 0],[11, 8, 10, 9, 7, 0]]",92.2054071426
28,74995,"[[13, 12, 20, 1, 19, 0],[18, 14, 15, 17, 16, 0],[6, 5, 3, 2, 4, 0],[7, 8, 11, 10, 9, 0]]",92.1355230808
29,72806,"[[4, 2, 5, 20, 1, 0],[16, 17, 19, 7, 18, 0],[14, 12, 13, 3, 15, 0],[11, 8, 10, 9, 6, 0]]",91.9742407799
30,75019,"[[12, 13, 20, 1, 19, 0],[17, 16, 15, 18, 14, 0],[11, 8, 10, 9, 7, 0],[6, 4, 2, 5, 3, 0]]",92.0494039059
31,71151,"[[4, 2, 5, 20, 1, 0],[12, 13, 16, 17, 14, 0],[15, 7, 6, 19, 18, 0],[10, 11, 9, 8, 3, 0]]",92.0100750923
